"No.","Time","Source","Destination","Protocol","Length","Info"
"15708","164.146054","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7374 Win=64 Len=0 TSval=1804098058 TSecr=2029207988"
"15709","164.146180","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15710","164.146268","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7390 Win=64 Len=0 TSval=1804098058 TSecr=2029207988"
"15711","164.146280","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15712","164.146301","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3142 Win=64 Len=0 TSval=1136012581 TSecr=2248634343"
"15713","164.146514","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15714","164.146542","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=2952 Win=64 Len=0 TSval=459766680 TSecr=2768238105"
"15715","164.750146","fe80::7535:5def:12bf:2d24","ff02::1:2","DHCPv6","157","Solicit XID: 0xcae998 CID: 000100012abfd970d481d7e42ceb "
"15716","164.837443","192.168.137.233","255.255.255.255","UDP","214","51259  >  6667 Len=172"
"15717","164.889794","PlugableTech_dd:1e:39","Intel_cb:17:60","ARP","60","192.168.137.1 is at 8c:ae:4c:dd:1e:39"
"15718","164.916920","8.8.8.8","192.168.137.250","DNS","233","Standard query response 0x3eff A connectivity-check.ubuntu.com A 91.189.91.49 A 185.125.190.18 A 35.224.170.84 A 91.189.91.48 A 34.122.121.32 A 35.232.111.17 A 185.125.190.48 A 185.125.190.17 A 185.125.190.49"
"15719","164.916925","8.8.8.8","192.168.137.250","DNS","257","Standard query response 0x9658 AAAA connectivity-check.ubuntu.com AAAA 2001:67c:1562::24 AAAA 2001:67c:1562::23 AAAA 2620:2d:4000:1::2b AAAA 2620:2d:4000:1::23 AAAA 2620:2d:4000:1::22 AAAA 2620:2d:4000:1::2a"
"15720","165.047314","192.168.137.140","255.255.255.255","UDP","246","59729  >  6667 Len=204"
"15721","165.090007","192.168.137.250","8.8.8.8","DNS","89","Standard query 0x3eff A connectivity-check.ubuntu.com"
"15722","165.090007","192.168.137.250","8.8.8.8","DNS","89","Standard query 0x9658 AAAA connectivity-check.ubuntu.com"
"15723","165.090007","Intel_cb:17:60","PlugableTech_dd:1e:39","ARP","60","Who has 192.168.137.1? Tell 192.168.137.250"
"15724","165.145796","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15725","165.145904","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=2969 Win=64 Len=0 TSval=459767679 TSecr=2768239104"
"15726","165.145918","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15727","165.145938","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3161 Win=64 Len=0 TSval=1136013581 TSecr=2248635342"
"15728","165.145945","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15729","165.145961","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=2970 Win=64 Len=0 TSval=459767679 TSecr=2768239104"
"15730","165.146075","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15731","165.146166","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3161 Win=64 Len=0 TSval=1136013581 TSecr=2248635343"
"15732","165.146174","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15733","165.146194","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7435 Win=64 Len=0 TSval=1804099058 TSecr=2029208988"
"15734","165.146457","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15735","165.146502","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7419 Win=64 Len=0 TSval=1804099059 TSecr=2029208988"
"15736","165.146512","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"15737","165.146537","10.0.0.254","10.0.0.14","TCP","66","1883  >  43379 [ACK] Seq=7 Ack=1239 Win=64 Len=0 TSval=1139216158 TSecr=1037449004"
"15738","165.146820","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"15739","165.146846","10.0.0.254","10.0.0.14","TCP","66","1883  >  36405 [ACK] Seq=7 Ack=1239 Win=64 Len=0 TSval=1139216158 TSecr=1037449004"
"15740","165.237399","192.168.137.216","192.168.137.233","STUN","118","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.233:60014"
"15741","165.237404","192.168.137.216","192.168.137.233","STUN","118","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.233:60014"
"15742","165.237474","192.168.137.216","192.168.137.233","STUN","142","Binding Request user: j2uw:HmlM"
"15743","165.242353","192.168.137.216","192.168.137.233","STUN","118","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.233:60014"
"15744","165.246970","192.168.137.216","192.168.137.233","STUN","118","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.233:60014"
"15745","165.247992","192.168.137.216","192.168.137.233","STUN","142","Binding Request user: j2uw:HmlM"
"15746","165.376959","192.168.137.233","192.168.137.216","STUN","158","Binding Request user: HmlM:j2uw"
"15747","165.394999","192.168.137.233","192.168.137.216","STUN","158","Binding Request user: HmlM:j2uw"
"15748","165.440607","192.168.137.233","192.168.137.216","STUN","158","Binding Request user: HmlM:j2uw"
"15749","165.444408","192.168.137.233","192.168.137.216","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.216:56346"
"15750","165.444408","192.168.137.233","192.168.137.216","STUN","158","Binding Request user: HmlM:j2uw"
"15751","165.455894","192.168.137.233","192.168.137.216","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.216:56346"
"15752","165.526477","192.168.137.216","192.168.137.255","UDP","129","7000  >  7000 Len=87"
"15753","165.561162","35.84.67.65","192.168.137.233","TCP","66","[TCP Keep-Alive] 8883  >  40618 [ACK] Seq=394 Ack=1695 Win=49152 Len=0 TSval=3621905523 TSecr=8412576"
"15754","165.710312","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x5210ce23"
"15755","165.762287","192.168.137.233","35.84.67.65","TCP","66","[TCP Keep-Alive ACK] 40618  >  8883 [ACK] Seq=1695 Ack=395 Win=29200 Len=0 TSval=8417087 TSecr=3621860416"
"15756","166.080142","34.206.185.226","192.168.137.210","TLSv1.2","101","[TCP ACKed unseen segment] , Application Data"
"15757","166.144816","10.0.0.3","10.0.0.254","MQTT","83","Publish Message [airflow_data]"
"15758","166.144870","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=2986 Win=64 Len=0 TSval=459768678 TSecr=2768240103"
"15759","166.144929","10.0.0.6","10.0.0.254","MQTT","81","Publish Message [uric_data]"
"15760","166.144947","10.0.0.254","10.0.0.6","TCP","66","1883  >  35017 [ACK] Seq=7 Ack=258 Win=64 Len=0 TSval=2355148104 TSecr=3321851040"
"15761","166.144954","10.0.0.8","10.0.0.254","MQTT","83","Publish Message [weight_data]"
"15762","166.144971","10.0.0.254","10.0.0.8","TCP","66","1883  >  43083 [ACK] Seq=7 Ack=596 Win=64 Len=0 TSval=1375911038 TSecr=3323260925"
"15763","166.145103","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15764","166.145181","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3180 Win=64 Len=0 TSval=1136014580 TSecr=2248636342"
"15765","166.145189","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15766","166.145207","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=2988 Win=64 Len=0 TSval=459768678 TSecr=2768240104"
"15767","166.145220","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15768","166.145240","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7464 Win=64 Len=0 TSval=1804100057 TSecr=2029209987"
"15769","166.145248","10.0.0.9","10.0.0.254","MQTT","90","Publish Message [blood_glucose_data]"
"15770","166.145316","10.0.0.254","10.0.0.9","TCP","66","1883  >  45455 [ACK] Seq=7 Ack=853 Win=64 Len=0 TSval=1982948037 TSecr=416976820"
"15771","166.145457","10.0.0.2","10.0.0.254","MQTT","88","Publish Message [temperature_data]"
"15772","166.145488","10.0.0.254","10.0.0.2","TCP","66","1883  >  43871 [ACK] Seq=7 Ack=931 Win=64 Len=0 TSval=2662991572 TSecr=942146026"
"15773","166.145497","10.0.0.9","10.0.0.254","MQTT","91","Publish Message [blood_glucose_data]"
"15774","166.145572","10.0.0.254","10.0.0.9","TCP","66","1883  >  35905 [ACK] Seq=7 Ack=854 Win=64 Len=0 TSval=1982948038 TSecr=416976820"
"15775","166.145584","10.0.0.6","10.0.0.254","MQTT","80","Publish Message [uric_data]"
"15776","166.145603","10.0.0.254","10.0.0.6","TCP","66","1883  >  44133 [ACK] Seq=7 Ack=257 Win=64 Len=0 TSval=2355148105 TSecr=3321851041"
"15777","166.145610","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15778","166.145628","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3180 Win=64 Len=0 TSval=1136014581 TSecr=2248636342"
"15779","166.145845","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15780","166.145876","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7480 Win=64 Len=0 TSval=1804100058 TSecr=2029209987"
"15781","166.145933","10.0.0.8","10.0.0.254","MQTT","83","Publish Message [weight_data]"
"15782","166.145957","10.0.0.254","10.0.0.8","TCP","66","1883  >  43951 [ACK] Seq=7 Ack=598 Win=64 Len=0 TSval=1375911039 TSecr=3323260926"
"15783","166.145966","10.0.0.2","10.0.0.254","MQTT","88","Publish Message [temperature_data]"
"15784","166.145985","10.0.0.254","10.0.0.2","TCP","66","1883  >  36947 [ACK] Seq=7 Ack=931 Win=64 Len=0 TSval=2662991572 TSecr=942146026"
"15785","166.250634","192.168.137.210","34.206.185.226","TLSv1.2","105","[TCP Spurious Retransmission] , Application Data"
"15786","166.285085","192.168.137.210","34.206.185.226","TCP","66","44522  >  443 [ACK] Seq=848 Ack=764 Win=189 Len=0 TSval=2581851 TSecr=743033348"
"15787","167.145713","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15788","167.145769","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3004 Win=64 Len=0 TSval=459769679 TSecr=2768241104"
"15789","167.146152","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15790","167.146236","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3199 Win=64 Len=0 TSval=1136015581 TSecr=2248637342"
"15791","167.146249","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15792","167.146270","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7509 Win=64 Len=0 TSval=1804101058 TSecr=2029210987"
"15793","167.146503","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15794","167.146526","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7524 Win=64 Len=0 TSval=1804101059 TSecr=2029210987"
"15795","167.146595","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15796","167.146616","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3199 Win=64 Len=0 TSval=1136015582 TSecr=2248637343"
"15797","167.146625","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15798","167.146642","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3006 Win=64 Len=0 TSval=459769680 TSecr=2768241105"
"15799","168.142869","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15800","168.142937","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3022 Win=64 Len=0 TSval=459770676 TSecr=2768242101"
"15801","168.143007","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15802","168.143031","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3218 Win=64 Len=0 TSval=1136016578 TSecr=2248638340"
"15803","168.143306","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15804","168.143397","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3024 Win=64 Len=0 TSval=459770676 TSecr=2768242102"
"15805","168.143407","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15806","168.143428","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3218 Win=64 Len=0 TSval=1136016579 TSecr=2248638340"
"15807","168.143759","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15808","168.143785","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7569 Win=64 Len=0 TSval=1804102056 TSecr=2029211985"
"15809","168.143796","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15810","168.143876","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7554 Win=64 Len=0 TSval=1804102056 TSecr=2029211985"
"15811","168.144027","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"15812","168.144053","10.0.0.254","10.0.0.14","TCP","66","1883  >  43379 [ACK] Seq=7 Ack=1261 Win=64 Len=0 TSval=1139219155 TSecr=1037452001"
"15813","168.144060","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"15814","168.144136","10.0.0.254","10.0.0.14","TCP","66","1883  >  36405 [ACK] Seq=7 Ack=1261 Win=64 Len=0 TSval=1139219155 TSecr=1037452001"
"15815","168.525053","192.168.137.216","255.255.255.255","UDP","129","7000  >  7000 Len=87"
"15816","168.988962","192.168.137.132","255.255.255.255","UDP","932","34091  >  29810 Len=890"
"15817","169.144904","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15818","169.144958","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3040 Win=64 Len=0 TSval=459771678 TSecr=2768243103"
"15819","169.145035","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15820","169.145059","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3237 Win=64 Len=0 TSval=1136017580 TSecr=2248639341"
"15821","169.145068","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15822","169.145085","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7598 Win=64 Len=0 TSval=1804103057 TSecr=2029212987"
"15823","169.145318","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15824","169.145343","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7613 Win=64 Len=0 TSval=1804103057 TSecr=2029212987"
"15825","169.145703","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15826","169.145783","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3237 Win=64 Len=0 TSval=1136017581 TSecr=2248639342"
"15827","169.146080","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15828","169.146162","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3042 Win=64 Len=0 TSval=459771679 TSecr=2768243104"
"15829","169.845800","192.168.137.233","255.255.255.255","UDP","214","51259  >  6667 Len=172"
"15830","170.055539","192.168.137.140","255.255.255.255","UDP","246","59729  >  6667 Len=204"
"15831","170.144694","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15832","170.144750","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3058 Win=64 Len=0 TSval=459772678 TSecr=2768244103"
"15833","170.144824","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15834","170.144841","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7658 Win=64 Len=0 TSval=1804104057 TSecr=2029213986"
"15835","170.144847","10.0.0.2","10.0.0.254","MQTT","88","Publish Message [temperature_data]"
"15836","170.144859","10.0.0.254","10.0.0.2","TCP","66","1883  >  36947 [ACK] Seq=7 Ack=953 Win=64 Len=0 TSval=2662995571 TSecr=942150025"
"15837","170.144864","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15838","170.144874","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7642 Win=64 Len=0 TSval=1804104057 TSecr=2029213986"
"15839","170.145110","10.0.0.2","10.0.0.254","MQTT","88","Publish Message [temperature_data]"
"15840","170.145190","10.0.0.254","10.0.0.2","TCP","66","1883  >  43871 [ACK] Seq=7 Ack=953 Win=64 Len=0 TSval=2662995571 TSecr=942150025"
"15841","170.145202","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15842","170.145218","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3060 Win=64 Len=0 TSval=459772678 TSecr=2768244103"
"15843","170.145224","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15844","170.145236","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3256 Win=64 Len=0 TSval=1136018580 TSecr=2248640341"
"15845","170.145503","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15846","170.145585","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3256 Win=64 Len=0 TSval=1136018581 TSecr=2248640341"
"15847","170.291901","192.168.137.216","192.168.137.233","STUN","142","Binding Request user: j2uw:HmlM"
"15848","170.296966","192.168.137.216","192.168.137.233","STUN","118","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.233:60014"
"15849","170.296967","192.168.137.216","192.168.137.233","STUN","118","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.233:60014"
"15850","170.445876","192.168.137.233","192.168.137.216","STUN","158","Binding Request user: HmlM:j2uw"
"15851","170.467521","192.168.137.233","192.168.137.216","STUN","158","Binding Request user: HmlM:j2uw"
"15852","170.499405","192.168.137.233","192.168.137.216","STUN","130","Binding Success Response XOR-MAPPED-ADDRESS: 192.168.137.216:56346"
"15853","170.786045","192.168.137.245","255.255.255.255","UDP","929","58018  >  29810 Len=887"
"15854","170.956009","44.235.194.199","192.168.137.233","TCP","114","[TCP Retransmission] 8883  >  40697 [ACK] Seq=2 Ack=1 Win=27 Len=48 TSval=780728650 TSecr=8394075"
"15855","171.145718","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15856","171.145774","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3076 Win=64 Len=0 TSval=459773679 TSecr=2768245104"
"15857","171.145847","10.0.0.8","10.0.0.254","MQTT","84","Publish Message [weight_data]"
"15858","171.145864","10.0.0.254","10.0.0.8","TCP","66","1883  >  43083 [ACK] Seq=7 Ack=614 Win=64 Len=0 TSval=1375916039 TSecr=3323265926"
"15859","171.145871","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15860","171.145883","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3275 Win=64 Len=0 TSval=1136019581 TSecr=2248641342"
"15861","171.146153","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15862","171.146245","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3078 Win=64 Len=0 TSval=459773679 TSecr=2768245104"
"15863","171.146253","10.0.0.8","10.0.0.254","MQTT","84","Publish Message [weight_data]"
"15864","171.146269","10.0.0.254","10.0.0.8","TCP","66","1883  >  43951 [ACK] Seq=7 Ack=616 Win=64 Len=0 TSval=1375916039 TSecr=3323265926"
"15865","171.146275","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15866","171.146286","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3275 Win=64 Len=0 TSval=1136019581 TSecr=2248641342"
"15867","171.146530","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15868","171.146614","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7703 Win=64 Len=0 TSval=1804105059 TSecr=2029214988"
"15869","171.146890","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"15870","171.146927","10.0.0.254","10.0.0.14","TCP","66","1883  >  43379 [ACK] Seq=7 Ack=1283 Win=64 Len=0 TSval=1139222158 TSecr=1037455004"
"15871","171.146939","10.0.0.9","10.0.0.254","MQTT","91","Publish Message [blood_glucose_data]"
"15872","171.146958","10.0.0.254","10.0.0.9","TCP","66","1883  >  45455 [ACK] Seq=7 Ack=878 Win=64 Len=0 TSval=1982953039 TSecr=416981821"
"15873","171.147261","10.0.0.9","10.0.0.254","MQTT","91","Publish Message [blood_glucose_data]"
"15874","171.147304","10.0.0.254","10.0.0.9","TCP","66","1883  >  35905 [ACK] Seq=7 Ack=879 Win=64 Len=0 TSval=1982953039 TSecr=416981821"
"15875","171.147312","10.0.0.14","10.0.0.254","MQTT","88","Publish Message [spirometer_data]"
"15876","171.147331","10.0.0.254","10.0.0.14","TCP","66","1883  >  36405 [ACK] Seq=7 Ack=1283 Win=64 Len=0 TSval=1139222158 TSecr=1037455004"
"15877","171.147647","10.0.0.7","10.0.0.254","MQTT","111","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15878","171.147689","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7687 Win=64 Len=0 TSval=1804105060 TSecr=2029214988"
"15879","171.157097","192.168.137.233","44.235.194.199","TCP","60","40697  >  8883 [RST] Seq=1 Win=0 Len=0"
"15880","171.180748","PlugableTech_dd:1e:39","1a:4e:bc:4c:71:41","ARP","60","192.168.137.1 is at 8c:ae:4c:dd:1e:39"
"15881","171.379780","1a:4e:bc:4c:71:41","PlugableTech_dd:1e:39","ARP","60","Who has 192.168.137.1? Tell 192.168.137.210"
"15882","171.468099","RaspberryPiT_dc:27:d5","TuyaSmart_f7:cb:07","ARP","60","192.168.137.1 is at dc:a6:32:dc:27:d5"
"15883","171.528146","192.168.137.216","192.168.137.255","UDP","129","7000  >  7000 Len=87"
"15884","172.145498","10.0.0.3","10.0.0.254","MQTT","83","Publish Message [airflow_data]"
"15885","172.145548","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3093 Win=64 Len=0 TSval=459774679 TSecr=2768246104"
"15886","172.145564","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15887","172.145632","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3294 Win=64 Len=0 TSval=1136020581 TSecr=2248642342"
"15888","172.145639","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15889","172.145652","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7731 Win=64 Len=0 TSval=1804106058 TSecr=2029215987"
"15890","172.145938","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15891","172.146004","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7747 Win=64 Len=0 TSval=1804106058 TSecr=2029215987"
"15892","172.146013","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15893","172.146032","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3294 Win=64 Len=0 TSval=1136020581 TSecr=2248642342"
"15894","172.146314","10.0.0.3","10.0.0.254","MQTT","83","Publish Message [airflow_data]"
"15895","172.146371","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3095 Win=64 Len=0 TSval=459774679 TSecr=2768246104"
"15896","172.758185","fe80::7535:5def:12bf:2d24","ff02::1:2","DHCPv6","157","Solicit XID: 0xcae998 CID: 000100012abfd970d481d7e42ceb "
"15897","172.906699","169.254.55.212","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"15898","173.141879","10.0.0.3","10.0.0.254","MQTT","84","Publish Message [airflow_data]"
"15899","173.141929","10.0.0.254","10.0.0.3","TCP","66","1883  >  44003 [ACK] Seq=7 Ack=3111 Win=64 Len=0 TSval=459775675 TSecr=2768247100"
"15900","173.142337","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15901","173.142427","10.0.0.254","10.0.0.12","TCP","66","1883  >  38083 [ACK] Seq=7 Ack=3313 Win=64 Len=0 TSval=1136021577 TSecr=2248643338"
"15902","173.142437","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15903","173.142459","10.0.0.254","10.0.0.7","TCP","66","1883  >  37873 [ACK] Seq=7 Ack=7775 Win=64 Len=0 TSval=1804107055 TSecr=2029216983"
"15904","173.142471","10.0.0.7","10.0.0.254","MQTT","110","Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
"15905","173.142491","10.0.0.254","10.0.0.7","TCP","66","1883  >  43517 [ACK] Seq=7 Ack=7791 Win=64 Len=0 TSval=1804107055 TSecr=2029216984"
"15906","173.142647","10.0.0.12","10.0.0.254","MQTT","85","Publish Message [pulse_ox_data]"
"15907","173.142678","10.0.0.254","10.0.0.12","TCP","66","1883  >  44659 [ACK] Seq=7 Ack=3313 Win=64 Len=0 TSval=1136021578 TSecr=2248643339"
"15908","173.142687","10.0.0.3","10.0.0.254","MQTT","83","Publish Message [airflow_data]"
"15909","173.142711","10.0.0.254","10.0.0.3","TCP","66","1883  >  35679 [ACK] Seq=7 Ack=3112 Win=64 Len=0 TSval=459775676 TSecr=2768247101"
"15910","173.331067","192.168.137.216","192.168.137.233","TCP","90","49808  >  6668 [PSH, ACK] Seq=313 Ack=441 Win=131328 Len=24 TSval=1697039891 TSecr=8416864 [TCP PDU reassembled in 16984]"
"15911","173.338763","192.168.137.216","192.168.137.233","TCP","66","[TCP ACKed unseen segment] 49808  >  6668 [ACK] Seq=337 Ack=469 Win=131264 Len=0 TSval=1697039900 TSecr=8417864"
