No,Time,Source,Destination,Protocol,Length,Info
15836,266.837643,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5760184 Ack=34695 Win=146304 Len=1428 TSval=195546 TSecr=14660655
15837,266.837643,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15838,266.837643,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5763040 Ack=34695 Win=146304 Len=1428 TSval=195546 TSecr=14660655
15839,266.83897,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15840,266.83897,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5765896 Ack=34695 Win=146304 Len=1428 TSval=195546 TSecr=14660655
15841,266.83897,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15842,266.83897,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5768752 Ack=34695 Win=146304 Len=1428 TSval=195547 TSecr=14660656
15843,266.83897,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15844,266.83897,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5771608 Ack=34695 Win=146304 Len=1428 TSval=195547 TSecr=14660656
15845,266.83897,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15846,266.83897,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5774464 Ack=34695 Win=146304 Len=1428 TSval=195547 TSecr=14660656
15847,266.839023,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15848,266.840374,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5777320 Ack=34695 Win=146304 Len=1428 TSval=195547 TSecr=14660656
15849,266.840374,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15850,266.840374,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5780176 Ack=34695 Win=146304 Len=1428 TSval=195547 TSecr=14660657
15851,266.840417,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5781604 Ack=34695 Win=146304 Len=1428 TSval=195548 TSecr=14660659
15852,266.840417,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5783032 Ack=34695 Win=146304 Len=1428 TSval=195548 TSecr=14660659
15853,266.840417,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15854,266.841775,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5785888 Ack=34695 Win=146304 Len=1428 TSval=195548 TSecr=14660659
15855,266.841775,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15856,266.841775,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5788744 Ack=34695 Win=146304 Len=1428 TSval=195548 TSecr=14660659
15857,266.841775,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15858,266.847075,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5791600 Ack=34695 Win=146304 Len=1428 TSval=195550 TSecr=14660669
15859,266.847075,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15860,266.850344,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5794456 Ack=34695 Win=146304 Len=1428 TSval=195550 TSecr=14660669
15861,266.850344,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15862,266.850344,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5797312 Ack=34695 Win=146304 Len=1428 TSval=195550 TSecr=14660670
15863,266.85118,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15864,266.85118,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5800168 Ack=34695 Win=146304 Len=1428 TSval=195550 TSecr=14660670
15865,266.85118,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15866,266.85118,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5803024 Ack=34695 Win=146304 Len=1428 TSval=195550 TSecr=14660670
15867,266.854499,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15868,266.854499,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5805880 Ack=34695 Win=146304 Len=1428 TSval=195551 TSecr=14660672
15869,266.854499,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15870,266.855888,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5808736 Ack=34695 Win=146304 Len=1428 TSval=195551 TSecr=14660672
15871,266.855888,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15872,266.855888,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5811592 Ack=34695 Win=146304 Len=1428 TSval=195551 TSecr=14660672
15873,266.855888,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15874,266.855888,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5814448 Ack=34695 Win=146304 Len=1428 TSval=195551 TSecr=14660672
15875,266.855888,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15876,266.857829,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5817304 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660674
15877,266.857829,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15878,266.85787,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5820160 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660675
15879,266.85787,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15880,266.860809,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5823016 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660675
15881,266.860809,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15882,266.860809,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5825872 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660675
15883,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15884,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5828728 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660675
15885,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15886,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5831584 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660676
15887,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15888,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5834440 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660676
15889,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15890,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5837296 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660676
15891,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15892,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5840152 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660677
15893,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15894,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5843008 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660677
15895,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15896,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5845864 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660677
15897,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15898,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5848720 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660678
15899,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15900,266.862206,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5851576 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660678
15901,266.862206,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15902,266.862279,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5854432 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660678
15903,266.862279,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15904,266.862279,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5857288 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660678
15905,266.862744,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15906,266.862744,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5860144 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660679
15907,266.862744,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15908,266.862744,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5863000 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660679
15909,266.862744,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15910,266.862744,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5865856 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660679
15911,266.862744,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15912,266.863724,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5868712 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660679
15913,266.863724,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15914,266.863724,192.168.137.174,13.225.193.148,TCP,1385,"[TCP Spurious Retransmission] 47984  >  443 [PSH, ACK] Seq=5871568 Ack=34695 Win=146304 Len=1319 TSval=195552 TSecr=14660680"
15915,266.863724,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5872887 Ack=34695 Win=146304 Len=1428 TSval=195552 TSecr=14660680 [TCP PDU reassembled in 15926]
15916,266.865137,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5874315 Ack=34695 Win=146304 Len=1428 TSval=195553 TSecr=14660681 [TCP PDU reassembled in 15926]
15917,266.865137,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5875743 Ack=34695 Win=146304 Len=1428 TSval=195553 TSecr=14660681 [TCP PDU reassembled in 15926]
15918,266.865137,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5877171 Ack=34695 Win=146304 Len=1428 TSval=195553 TSecr=14660682 [TCP PDU reassembled in 15926]
15919,266.865137,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5878599 Ack=34695 Win=146304 Len=1428 TSval=195553 TSecr=14660682 [TCP PDU reassembled in 15926]
15920,266.865182,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5880027 Ack=34695 Win=146304 Len=1428 TSval=195553 TSecr=14660682 [TCP PDU reassembled in 15926]
15921,266.865182,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5881455 Ack=34695 Win=146304 Len=1428 TSval=195553 TSecr=14660682 [TCP PDU reassembled in 15926]
15922,266.865992,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5882883 Ack=34695 Win=146304 Len=1428 TSval=195554 TSecr=14660687 [TCP PDU reassembled in 15926]
15923,266.865992,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5884311 Ack=34695 Win=146304 Len=1428 TSval=195554 TSecr=14660687 [TCP PDU reassembled in 15926]
15924,266.867676,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5885739 Ack=34695 Win=146304 Len=1428 TSval=195555 TSecr=14660690 [TCP PDU reassembled in 15926]
15925,266.867676,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5887167 Ack=34695 Win=146304 Len=1428 TSval=195555 TSecr=14660690 [TCP PDU reassembled in 15926]
15926,266.867676,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5888595 Ack=34695 Win=146304 Len=1428 TSval=195555 TSecr=14660691
15927,266.869077,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5890023 Ack=34695 Win=146304 Len=1428 TSval=195555 TSecr=14660691
15928,266.869527,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15929,266.869527,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5892879 Ack=34695 Win=146304 Len=1428 TSval=195555 TSecr=14660691
15930,266.869527,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15931,266.870913,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5895735 Ack=34695 Win=146304 Len=1428 TSval=195555 TSecr=14660691
15932,266.870913,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15933,266.872914,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5898591 Ack=34695 Win=146304 Len=1428 TSval=195556 TSecr=14660695
15934,266.872914,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15935,266.872914,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5901447 Ack=34695 Win=146304 Len=1428 TSval=195556 TSecr=14660695
15936,266.874312,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15937,266.874312,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5904303 Ack=34695 Win=146304 Len=1428 TSval=195556 TSecr=14660695
15938,266.874312,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15939,266.874312,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5907159 Ack=34695 Win=146304 Len=1428 TSval=195556 TSecr=14660696
15940,266.874312,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15941,266.875847,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5910015 Ack=34695 Win=146304 Len=1428 TSval=195557 TSecr=14660698
15942,266.875847,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15943,266.875847,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5912871 Ack=34695 Win=146304 Len=1428 TSval=195557 TSecr=14660698
15944,266.875847,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15945,266.87852,192.168.137.221,18.213.53.246,TLSv1.2,123,"[TCP Spurious Retransmission] , Application Data"
15946,266.878561,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5915727 Ack=34695 Win=146304 Len=1428 TSval=195558 TSecr=14660701
15947,266.878561,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15948,266.878561,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5918583 Ack=34695 Win=146304 Len=1428 TSval=195558 TSecr=14660701
15949,266.879946,192.168.137.174,13.225.193.148,TLSv1.3,688,"[TCP Spurious Retransmission] , Continuation Data"
15950,266.879946,192.168.137.221,18.213.53.246,TCP,123,"[TCP Spurious Retransmission] 64310  >  443 [PSH, ACK] Seq=1174 Ack=554 Win=7300 Len=69"
15951,266.948036,13.225.193.148,192.168.137.174,TLSv1.3,827,Application Data
15952,266.968541,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=35456 Ack=5922061 Win=557056 Len=0 TSval=14660979 TSecr=195622
15953,266.969204,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=35456 Ack=5923489 Win=557056 Len=0 TSval=14660979 TSecr=195623
15954,266.969209,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=35456 Ack=5924917 Win=557056 Len=0 TSval=14660979 TSecr=195623
15955,266.969211,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=35456 Ack=5925523 Win=556544 Len=0 TSval=14660979 TSecr=195623
15956,267.078863,13.225.193.148,192.168.137.174,TLSv1.3,827,Application Data
15957,267.136221,192.168.137.174,13.225.193.148,TCP,66,47984  >  443 [ACK] Seq=5920633 Ack=35456 Win=149248 Len=0 TSval=195622 TSecr=14660958
15958,267.138539,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5920633 Ack=35456 Win=149248 Len=1428 TSval=195622 TSecr=14660958
15959,267.138843,192.168.137.174,13.225.193.148,TLSv1.3,1494,"[TCP Spurious Retransmission] , Continuation Data"
15960,267.138843,192.168.137.174,13.225.193.148,TCP,1494,[TCP Spurious Retransmission] 47984  >  443 [ACK] Seq=5923489 Ack=35456 Win=149248 Len=1428 TSval=195623 TSecr=14660958
15961,267.138843,192.168.137.174,13.225.193.148,TLSv1.3,672,"[TCP Spurious Retransmission] , Continuation Data"
15962,267.142799,192.168.137.221,18.213.53.246,TCP,60,64310  >  443 [ACK] Seq=1243 Ack=623 Win=7300 Len=0
15963,267.307051,192.168.137.174,13.225.193.148,TCP,66,47984  >  443 [ACK] Seq=5925523 Ack=36217 Win=152064 Len=0 TSval=195665 TSecr=14661089
15964,267.527966,10.0.0.3,10.0.0.254,MQTT,83,Publish Message [airflow_data]
15965,267.528012,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=11 Ack=4787 Win=64 Len=0 TSval=453679519 TSecr=2762151110
15966,267.528236,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
15967,267.528265,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=11 Ack=5103 Win=64 Len=0 TSval=1129925421 TSecr=2242547348
15968,267.528332,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
15969,267.528347,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=11 Ack=11981 Win=64 Len=0 TSval=1798010899 TSecr=2023120993
15970,267.528611,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
15971,267.528638,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=11 Ack=12002 Win=64 Len=0 TSval=1798010899 TSecr=2023120993
15972,267.528714,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
15973,267.528732,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=11 Ack=5103 Win=64 Len=0 TSval=1129925422 TSecr=2242547348
15974,267.52874,10.0.0.3,10.0.0.254,MQTT,83,Publish Message [airflow_data]
15975,267.528754,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=11 Ack=4790 Win=64 Len=0 TSval=453679520 TSecr=2762151110
15976,267.925676,192.168.137.235,52.35.54.49,TCP,60,[TCP Retransmission] 50866  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460
15977,268.53097,10.0.0.3,10.0.0.254,MQTT,83,Publish Message [airflow_data]
15978,268.531027,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=11 Ack=4804 Win=64 Len=0 TSval=453680522 TSecr=2762152113
15979,268.531413,10.0.0.7,10.0.0.254,MQTT,110,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
15980,268.531499,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=11 Ack=12046 Win=64 Len=0 TSval=1798011902 TSecr=2023121996
15981,268.531782,10.0.0.14,10.0.0.254,MQTT,88,Publish Message [spirometer_data]
15982,268.531869,10.0.0.254,10.0.0.14,TCP,66,1883  >  43379 [ACK] Seq=11 Ack=1991 Win=64 Len=0 TSval=1133129001 TSecr=1031362012
15983,268.531877,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
15984,268.531895,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=11 Ack=4808 Win=64 Len=0 TSval=453680523 TSecr=2762152113
15985,268.532154,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
15986,268.532235,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=11 Ack=5122 Win=64 Len=0 TSval=1129926425 TSecr=2242548351
15987,268.532526,10.0.0.2,10.0.0.254,MQTT,88,Publish Message [temperature_data]
15988,268.532562,10.0.0.254,10.0.0.2,TCP,66,1883  >  43871 [ACK] Seq=11 Ack=1507 Win=64 Len=0 TSval=2656903417 TSecr=936058035
15989,268.532905,10.0.0.2,10.0.0.254,MQTT,88,Publish Message [temperature_data]
15990,268.532961,10.0.0.254,10.0.0.2,TCP,66,1883  >  36947 [ACK] Seq=11 Ack=1507 Win=64 Len=0 TSval=2656903417 TSecr=936058035
15991,268.532971,10.0.0.14,10.0.0.254,MQTT,88,Publish Message [spirometer_data]
15992,268.532993,10.0.0.254,10.0.0.14,TCP,66,1883  >  36405 [ACK] Seq=11 Ack=1991 Win=64 Len=0 TSval=1133129002 TSecr=1031362012
15993,268.533281,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
15994,268.533322,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=11 Ack=5122 Win=64 Len=0 TSval=1129926426 TSecr=2242548351
15995,268.53334,10.0.0.7,10.0.0.254,MQTT,110,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
15996,268.533362,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=11 Ack=12025 Win=64 Len=0 TSval=1798011904 TSecr=2023121996
15997,268.671172,192.168.137.235,255.255.255.255,UDP,214,61129  >  6667 Len=172
15998,268.74088,192.168.137.233,255.255.255.255,UDP,214,51259  >  6667 Len=172
15999,269.530415,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
16000,269.530486,10.0.0.254,10.0.0.3,TCP,66,1883  >  44003 [ACK] Seq=11 Ack=4822 Win=64 Len=0 TSval=453681522 TSecr=2762153112
16001,269.530675,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
16002,269.530702,10.0.0.254,10.0.0.12,TCP,66,1883  >  38083 [ACK] Seq=11 Ack=5141 Win=64 Len=0 TSval=1129927424 TSecr=2242549350
16003,269.531078,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
16004,269.531163,10.0.0.254,10.0.0.7,TCP,66,1883  >  37873 [ACK] Seq=11 Ack=12070 Win=64 Len=0 TSval=1798012901 TSecr=2023122995
16005,269.531429,10.0.0.7,10.0.0.254,MQTT,111,"Publish Message [heart_rate_data], Publish Message [oxygen_level_data]"
16006,269.531454,10.0.0.254,10.0.0.7,TCP,66,1883  >  43517 [ACK] Seq=11 Ack=12091 Win=64 Len=0 TSval=1798012902 TSecr=2023122995
16007,269.531805,10.0.0.12,10.0.0.254,MQTT,85,Publish Message [pulse_ox_data]
16008,269.531828,10.0.0.254,10.0.0.12,TCP,66,1883  >  44659 [ACK] Seq=11 Ack=5141 Win=64 Len=0 TSval=1129927425 TSecr=2242549351
16009,269.532158,10.0.0.3,10.0.0.254,MQTT,84,Publish Message [airflow_data]
16010,269.532185,10.0.0.254,10.0.0.3,TCP,66,1883  >  35679 [ACK] Seq=11 Ack=4826 Win=64 Len=0 TSval=453681523 TSecr=2762153113
16011,269.616894,13.225.193.148,192.168.137.174,TCP,66,[TCP ACKed unseen segment] 443  >  47984 [ACK] Seq=36217 Ack=5926951 Win=557056 Len=0 TSval=14663627 TSecr=196285
